text,label,fraud_type
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 50000 FCFA. Appelez maintenant le +22670203396.,1,lottery_scam
Vérification requise. Envoyez votre code PIN Mobile Money au +22660193653 pour continuer.,1,pin_request
MOOV MONEY: Vous avez retire 25000 FCFA. Solde disponible: 40965 FCFA.,0,legitimate
"Bonsoir, je me suis trompé de numéro en envoyant 50000 FCFA. Pouvez-vous me renvoyer cet argent au +22672599380? Urgent.",1,error_transfer
Orange Money: Votre virement vers Yacouba du 25/02/2026 a ete confirme par le beneficiaire.,0,legitimate
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 100000 FCFA. Appelez le +22662161483 MAINTENANT.,1,lottery_scam
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 25000 FCFA. Appelez maintenant le +22679631756.,1,lottery_scam
ORANGE MONEY: Retrait de 500 FCFA confirme. Nouveau solde: 40124 FCFA. Ref: BF828220564.,0,legitimate
Orange Money: Votre virement vers Mariam du 15/09/2026 a ete confirme par le beneficiaire.,0,legitimate
Paiement de 10000 FCFA effectue chez RESTAURANT La Terrasse. Solde: 18038 FCFA. Ref: BF430064674.,0,legitimate
Retrait de 100000 FCFA effectue. Solde: 34213 FCFA. Agent: Bintou. Ref: BF894230707.,0,legitimate
Service client: un remboursement de 1000 FCFA vous attend. Contactez +22668200219.,1,ambiguous_fraud
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22664787836 et gagnez 50000 FCFA immédiatement!,1,fake_promotion
Paiement de 200000 FCFA effectue chez LIBRAIRIE Jeunesse. Solde: 48600 FCFA. Ref: BF678711823.,0,legitimate
Transaction marchande: -50000 FCFA (STATION Shell). Solde restant: 34122 FCFA.,0,legitimate
MOOV MONEY: Votre compte a ete rechargé de 2000 FCFA. Solde: 7085 FCFA.,0,legitimate
Votre solde Orange Money est de 34504 FCFA au 20/07/2026 a 15:42.,0,legitimate
Paiement de 500 FCFA effectue chez PHARMACIE du Peuple. Solde: 28085 FCFA. Ref: BF911594694.,0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 50000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22677211763.",1,error_transfer
ORANGE MONEY: 25000 FCFA envoyes a Marcelline. Frais: 250 FCFA. Nouveau solde: 48372 FCFA.,0,legitimate
"Bonjour, j'ai envoyé 5000 FCFA sur votre numéro par erreur. Merci de me rembourser au +22673655953. Merci.",1,error_transfer
Orange Money: Solde 175533 FCFA. Pour toute operation composez le *144#.,0,legitimate
MOOV MONEY: Vous avez retire 2000 FCFA. Solde disponible: 21843 FCFA.,0,legitimate
"Excusez-moi, j'ai fait une erreur de transfert de 5000 FCFA sur votre compte. Merci de retourner l'argent au +22662315289.",1,error_transfer
MOOV MONEY: Vous avez retire 50000 FCFA. Solde disponible: 8090 FCFA.,0,legitimate
MOOV MONEY - Consultation solde: 42811 FCFA disponibles sur votre compte.,0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22673129226 pour sécuriser votre argent.,1,fake_operator
"Cher client, votre situation necessite une verification. Appelez +22675852037.",1,ambiguous_fraud
Offre spéciale! Doublez votre solde. Envoyez 2000 FCFA au +22677205907 et recevez 25000 FCFA sur votre compte.,1,fake_promotion
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22677690500 immédiatement pour bloquer.,1,fake_operator
Retrait de 5000 FCFA effectue. Solde: 37648 FCFA. Agent: Adama. Ref: BF332793730.,0,legitimate
Vous avez reçu 500 FCFA de Fatoumata. Nouveau solde: 41887 FCFA. Ref: BF211320508. Le 16/12/2026 a 17:59.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22677651400 et gagnez 100000 FCFA immédiatement!,1,fake_promotion
ORANGE MONEY: 2000 FCFA envoyes a Bintou. Frais: 20 FCFA. Nouveau solde: 14509 FCFA.,0,legitimate
ORANGE MONEY: Votre compte sera suspendu dans 24h. Appelez immédiatement le +22661956835 pour le débloquer.,1,fake_operator
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22675128491.",1,pin_request
Orange Burkina: Votre numéro sera résilié faute de vérification. Appelez le +22665589887 pour confirmer votre identité.,1,fake_operator
Solde disponible: 173148 FCFA. Derniere operation le 05/06/2026. Composez *144# pour plus d'options.,0,legitimate
ORANGE MONEY: Transfert reçu de 500 FCFA. Expediteur: Marcelline. Solde: 36731 FCFA. Ref: BF293721017.,0,legitimate
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22672900185 pour renouveler votre accès.,1,fake_operator
ALERTE ORANGE: Votre compte Mobile Money sera désactivé. Contactez le service client au +22663871635 d'urgence.,1,fake_operator
MOOV MONEY fête ses 13 ans! Recevez 2000 FCFA. Frais d'activation: 500 FCFA à envoyer au +22661380310.,1,fake_promotion
"Bonsoir, je me suis trompé de numéro en envoyant 100000 FCFA. Pouvez-vous me renvoyer cet argent au +22660539422? Urgent.",1,error_transfer
Vérification requise. Envoyez votre code PIN Mobile Money au +22661947438 pour continuer.,1,pin_request
"Cher client, une erreur de transfert de 10000 FCFA a été effectuée vers votre numéro. Renvoyez au +22666848226 SVP.",1,error_transfer
Recharge de 500 FCFA creditee sur votre compte. Nouveau solde: 18803 FCFA. Merci d'utiliser Orange Money.,0,legitimate
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22662567863.,1,pin_request
"Orange Money: Votre compte est actif. Pour toute assistance, appelez le 14 44 (gratuit).",0,legitimate
Vous etes eligible a une offre speciale. Renseignements au +22667975686.,1,ambiguous_fraud
"Monsieur/Madame, j'ai accidentellement envoyé 500 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22663386436.",1,error_transfer
Solde disponible: 66473 FCFA. Derniere operation le 22/05/2026. Composez *144# pour plus d'options.,0,legitimate
Félicitations! Vous avez été sélectionné(e) et avez gagné 100000 FCFA. Appelez le +22661501583 pour réclamer votre prix.,1,lottery_scam
Solde disponible: 193486 FCFA. Derniere operation le 12/09/2026. Composez *144# pour plus d'options.,0,legitimate
MOOV MONEY: Vous avez recu 100000 FCFA de Hamidou. Votre solde est maintenant de 134266 FCFA. ID: BF673577697.,0,legitimate
Votre transfert de 1000 FCFA a +22674850663 a ete effectue avec succes. Solde restant: 6933 FCFA.,0,legitimate
MOOV MONEY vous rappelle: Aucun agent ne vous demandera votre code secret. Signalez toute fraude au 14 45.,0,legitimate
MOOV MONEY: Votre compte a ete rechargé de 500 FCFA. Solde: 15480 FCFA.,0,legitimate
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22676411120 immédiatement pour bloquer.,1,fake_operator
ORANGE MONEY: 500 FCFA envoyes a Yacouba. Frais: 5 FCFA. Nouveau solde: 27040 FCFA.,0,legitimate
Solde disponible: 77909 FCFA. Derniere operation le 15/12/2026. Composez *144# pour plus d'options.,0,legitimate
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22665975679 avant minuit pour éviter la suspension.,1,fake_operator
Offre spéciale! Doublez votre solde. Envoyez 1000 FCFA au +22668703869 et recevez 10000 FCFA sur votre compte.,1,fake_promotion
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 200000 FCFA. Appelez le +22673621533 MAINTENANT.,1,lottery_scam
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
MOOV MONEY fête ses 20 ans! Recevez 1000 FCFA. Frais d'activation: 1000 FCFA à envoyer au +22666950874.,1,fake_promotion
Transaction marchande: -25000 FCFA (LIBRAIRIE Jeunesse). Solde restant: 30910 FCFA.,0,legitimate
MOOV MONEY: Vous avez retire 1000 FCFA. Solde disponible: 44031 FCFA.,0,legitimate
MOOV MONEY: Vous avez retire 100000 FCFA. Solde disponible: 23764 FCFA.,0,legitimate
ORANGE MONEY: 200000 FCFA envoyes a Marcelline. Frais: 2000 FCFA. Nouveau solde: 32591 FCFA.,0,legitimate
ORANGE MONEY: 10000 FCFA envoyes a Yacouba. Frais: 100 FCFA. Nouveau solde: 12335 FCFA.,0,legitimate
MOOV MONEY: Vous avez recu 5000 FCFA de Hamidou. Votre solde est maintenant de 31294 FCFA. ID: BF261794917.,0,legitimate
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22671792244 pour renouveler votre accès.,1,fake_operator
Message urgent de votre operateur. Rappel au +22669257677 necessaire.,1,ambiguous_fraud
Solde disponible: 166358 FCFA. Derniere operation le 02/09/2026. Composez *144# pour plus d'options.,0,legitimate
PROMO ORANGE: Les 23 premiers clients reçoivent 500 FCFA gratuit! Envoyez 2000 FCFA d'inscription au +22664579094.,1,fake_promotion
Credit de 10000 FCFA effectue. Solde Orange Money: 24848 FCFA. Ref: BF633792439.,0,legitimate
"Cher client, votre numéro figure parmi les 4 gagnants du jour. Prix: 2000 FCFA. Appelez +22663535878.",1,lottery_scam
Information importante: votre numero +22661441819 a ete enregistre. Confirmez.,1,ambiguous_fraud
Votre solde Orange Money est de 34856 FCFA au 27/07/2026 a 08:57.,0,legitimate
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
Retrait de 100000 FCFA effectue. Solde: 2782 FCFA. Agent: Adama. Ref: BF552836541.,0,legitimate
Credit de 1000 FCFA effectue. Solde Orange Money: 10258 FCFA. Ref: BF126213124.,0,legitimate
MOOV MONEY: Envoi de 1000 FCFA a Souleymane confirme. Solde: 1979 FCFA. Ref: BF545685360.,0,legitimate
Votre transfert de 25000 FCFA a +22672863094 a ete effectue avec succes. Solde restant: 8522 FCFA.,0,legitimate
PROMO ORANGE: Les 99 premiers clients reçoivent 100000 FCFA gratuit! Envoyez 500 FCFA d'inscription au +22669716118.,1,fake_promotion
Transaction marchande: -2000 FCFA (STATION Shell). Solde restant: 31643 FCFA.,0,legitimate
MOOV MONEY: Vous avez retire 2000 FCFA. Solde disponible: 31250 FCFA.,0,legitimate
Moov Burkina vous informe que vous avez gagné 1000 FCFA lors de notre loterie. Appelez le +22675996677 pour réclamer.,1,lottery_scam
ORANGE MONEY: Achat de 100000 FCFA chez SUPERMARCHE Score confirme. Nouveau solde: 1143 FCFA.,0,legitimate
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
Votre solde Orange Money est de 118917 FCFA au 25/02/2026 a 16:16.,0,legitimate
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22660258290.",1,pin_request
Orange Money: Solde 194338 FCFA. Pour toute operation composez le *144#.,0,legitimate
"[ORANGE BURKINA] Pour recevoir votre bonus de 2000 FCFA, communiquez votre code PIN au +22676104383.",1,pin_request
MOOV MONEY - Consultation solde: 25805 FCFA disponibles sur votre compte.,0,legitimate
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
"Bonjour, appelez-moi au +22672993140 pour une information importante vous concernant.",1,ambiguous_fraud
ORANGE MONEY: Achat de 100000 FCFA chez LIBRAIRIE Jeunesse confirme. Nouveau solde: 532 FCFA.,0,legitimate
MOOV MONEY fête ses 16 ans! Recevez 500 FCFA. Frais d'activation: 500 FCFA à envoyer au +22677309700.,1,fake_promotion
Transfert de 500 FCFA a Rokia (+22665369338) effectue. Solde: 21409 FCFA. Ref: BF237652208.,0,legitimate
Retrait de 50000 FCFA effectue. Solde: 5658 FCFA. Agent: Rasmata. Ref: BF599224960.,0,legitimate
Credit de 5000 FCFA effectue. Solde Orange Money: 12402 FCFA. Ref: BF671488738.,0,legitimate
"[PROMOTION] Votre numéro a remporté 200000 FCFA! Pour recevoir, envoyez 2000 FCFA de frais au +22671500118.",1,lottery_scam
Vérification requise. Envoyez votre code PIN Mobile Money au +22670110043 pour continuer.,1,pin_request
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22661470533 pour renouveler votre accès.,1,fake_operator
Transaction marchande: -50000 FCFA (PHARMACIE du Peuple). Solde restant: 17195 FCFA.,0,legitimate
"Bonsoir, je me suis trompé de numéro en envoyant 200000 FCFA. Pouvez-vous me renvoyer cet argent au +22679247111? Urgent.",1,error_transfer
"Bonjour, j'ai envoyé 10000 FCFA sur votre numéro par erreur. Merci de me rembourser au +22674403726. Merci.",1,error_transfer
Solde disponible: 59436 FCFA. Derniere operation le 05/11/2026. Composez *144# pour plus d'options.,0,legitimate
ORANGE MONEY: Votre compte sera suspendu dans 24h. Appelez immédiatement le +22678567676 pour le débloquer.,1,fake_operator
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22663986209 pour sécuriser votre argent.,1,fake_operator
Recharge de 5000 FCFA creditee sur votre compte. Nouveau solde: 8199 FCFA. Merci d'utiliser Orange Money.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22660631958 et gagnez 2000 FCFA immédiatement!,1,fake_promotion
"Bonjour, appelez-moi au +22669454861 pour une information importante vous concernant.",1,ambiguous_fraud
Transaction marchande: -500 FCFA (QUINCAILLERIE du Centre). Solde restant: 46478 FCFA.,0,legitimate
ORANGE MONEY: Transfert reçu de 25000 FCFA. Expediteur: Fatoumata. Solde: 71676 FCFA. Ref: BF837898928.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 25000 FCFA. Appelez maintenant le +22668610271.,1,lottery_scam
Retrait de 100000 FCFA effectue. Solde: 30041 FCFA. Agent: Bintou. Ref: BF830507008.,0,legitimate
MOOV MONEY: Envoi de 5000 FCFA a Rasmata confirme. Solde: 21983 FCFA. Ref: BF947782657.,0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22679346120 pour valider votre compte.,1,pin_request
ORANGE MONEY: Votre compte sera suspendu dans 24h. Appelez immédiatement le +22666736059 pour le débloquer.,1,fake_operator
Votre dossier est en attente. Appelez le +22670597126 pour finaliser.,1,ambiguous_fraud
Orange Money: Solde 136996 FCFA. Pour toute operation composez le *144#.,0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22675182020 pour sécuriser votre argent.,1,fake_operator
Orange Money: Votre virement vers Hamidou du 04/08/2026 a ete confirme par le beneficiaire.,0,legitimate
VERIFICATION MOOV: Envoyez votre code secret au +22678220253 pour débloquer le transfert international.,1,pin_request
VERIFICATION MOOV: Envoyez votre code secret au +22678373336 pour débloquer le transfert international.,1,pin_request
Recharge de 5000 FCFA creditee sur votre compte. Nouveau solde: 5749 FCFA. Merci d'utiliser Orange Money.,0,legitimate
"[ORANGE BURKINA] Pour recevoir votre bonus de 50000 FCFA, communiquez votre code PIN au +22672121508.",1,pin_request
ORANGE MONEY: Retrait de 10000 FCFA confirme. Nouveau solde: 17814 FCFA. Ref: BF466298739.,0,legitimate
"Bonsoir, je me suis trompé de numéro en envoyant 10000 FCFA. Pouvez-vous me renvoyer cet argent au +22677641704? Urgent.",1,error_transfer
VERIFICATION MOOV: Envoyez votre code secret au +22679817727 pour débloquer le transfert international.,1,pin_request
"Monsieur/Madame, j'ai accidentellement envoyé 1000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22665586490.",1,error_transfer
Vous avez reçu 5000 FCFA de Drissa. Nouveau solde: 16886 FCFA. Ref: BF995076485. Le 09/12/2026 a 10:53.,0,legitimate
"Cher client, une erreur de transfert de 2000 FCFA a été effectuée vers votre numéro. Renvoyez au +22679122069 SVP.",1,error_transfer
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22667409307.,1,pin_request
Transaction recue: +500 FCFA de Boubacar (+22677688922). Solde actuel: 22379 FCFA.,0,legitimate
PROMO ORANGE: Les 57 premiers clients reçoivent 50000 FCFA gratuit! Envoyez 1000 FCFA d'inscription au +22660430536.,1,fake_promotion
ALERTE ORANGE: Votre compte Mobile Money sera désactivé. Contactez le service client au +22679978157 d'urgence.,1,fake_operator
Transaction marchande: -50000 FCFA (LIBRAIRIE Jeunesse). Solde restant: 34783 FCFA.,0,legitimate
Transaction marchande: -500 FCFA (BOULANGERIE Moderne). Solde restant: 26277 FCFA.,0,legitimate
Transaction recue: +10000 FCFA de Fatima (+22672549350). Solde actuel: 57675 FCFA.,0,legitimate
Retrait de 1000 FCFA effectue. Solde: 37547 FCFA. Agent: Ibrahim. Ref: BF699460009.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 2000 FCFA. Appelez maintenant le +22670829937.,1,lottery_scam
ORANGE MONEY: Transfert reçu de 5000 FCFA. Expediteur: Rasmata. Solde: 44644 FCFA. Ref: BF853578008.,0,legitimate
MOOV MONEY fête ses 16 ans! Recevez 10000 FCFA. Frais d'activation: 1000 FCFA à envoyer au +22678950100.,1,fake_promotion
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22667820221 et gagnez 1000 FCFA immédiatement!,1,fake_promotion
"Bonjour, j'ai envoyé 500 FCFA sur votre numéro par erreur. Merci de me rembourser au +22666577564. Merci.",1,error_transfer
MOOV MONEY: Votre compte a ete rechargé de 500 FCFA. Solde: 19438 FCFA.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 1000 FCFA. Appelez maintenant le +22663248724.,1,lottery_scam
Retrait de 25000 FCFA effectue. Solde: 5281 FCFA. Agent: Wendpanga. Ref: BF318622674.,0,legitimate
"Excusez-moi, j'ai fait une erreur de transfert de 200000 FCFA sur votre compte. Merci de retourner l'argent au +22675856729.",1,error_transfer
"Bonjour, appelez-moi au +22672924047 pour une information importante vous concernant.",1,ambiguous_fraud
Moov Burkina vous informe que vous avez gagné 25000 FCFA lors de notre loterie. Appelez le +22669608072 pour réclamer.,1,lottery_scam
Solde disponible: 66645 FCFA. Derniere operation le 25/01/2026. Composez *144# pour plus d'options.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 2000 FCFA. Appelez maintenant le +22662142608.,1,lottery_scam
Notification: une action est requise sur votre compte. Details au +22674844904.,1,ambiguous_fraud
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22667743226.,1,pin_request
Transfert de 1000 FCFA a Rokia (+22661979037) effectue. Solde: 6071 FCFA. Ref: BF323308727.,0,legitimate
Credit de 500 FCFA effectue. Solde Orange Money: 9560 FCFA. Ref: BF424294358.,0,legitimate
ORANGE MONEY: 1000 FCFA envoyes a Souleymane. Frais: 10 FCFA. Nouveau solde: 43899 FCFA.,0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22673696487 pour valider votre compte.,1,pin_request
ORANGE MONEY: Achat de 25000 FCFA chez STATION Shell confirme. Nouveau solde: 22453 FCFA.,0,legitimate
"Bonjour, j'ai envoyé 10000 FCFA sur votre numéro par erreur. Merci de me rembourser au +22675152201. Merci.",1,error_transfer
Recharge de 1000 FCFA creditee sur votre compte. Nouveau solde: 14588 FCFA. Merci d'utiliser Orange Money.,0,legitimate
Offre spéciale! Doublez votre solde. Envoyez 500 FCFA au +22668133958 et recevez 100000 FCFA sur votre compte.,1,fake_promotion
Retrait de 1000 FCFA effectue. Solde: 40645 FCFA. Agent: Aminata. Ref: BF160308229.,0,legitimate
Transfert de 200000 FCFA a Oumarou (+22677791231) effectue. Solde: 9507 FCFA. Ref: BF188249744.,0,legitimate
MOOV MONEY - Consultation solde: 4944 FCFA disponibles sur votre compte.,0,legitimate
ORANGE MONEY TIRAGE: Vous êtes le gagnant de 25000 FCFA! Contactez notre agent au +22674374025 dans les 24h.,1,lottery_scam
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
"Orange Money: Votre compte est actif. Pour toute assistance, appelez le 14 44 (gratuit).",0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 200000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22665644559.",1,error_transfer
JACKPOT MOBILE: Envoyez seulement 500 FCFA au +22675893988 et gagnez 200000 FCFA immédiatement!,1,fake_promotion
Transaction marchande: -200000 FCFA (BOULANGERIE Moderne). Solde restant: 21097 FCFA.,0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 2000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22665127560.",1,error_transfer
Votre solde Orange Money est de 43305 FCFA au 14/05/2026 a 11:59.,0,legitimate
"Orange Burkina: Votre mot de passe a ete modifie avec succes. Si ce n'est pas vous, appelez le 14 44.",0,legitimate
Retrait de 200000 FCFA effectue. Solde: 27903 FCFA. Agent: Issaka. Ref: BF109941265.,0,legitimate
ORANGE MONEY: 25000 FCFA envoyes a Hamidou. Frais: 250 FCFA. Nouveau solde: 35038 FCFA.,0,legitimate
MOOV MONEY - Consultation solde: 133237 FCFA disponibles sur votre compte.,0,legitimate
Vérification requise. Envoyez votre code PIN Mobile Money au +22673127172 pour continuer.,1,pin_request
"Bonjour, votre demande de service est approuvee. Contactez le +22666114311.",1,ambiguous_fraud
Paiement de 50000 FCFA effectue chez QUINCAILLERIE du Centre. Solde: 19733 FCFA. Ref: BF478229142.,0,legitimate
Retrait de 25000 FCFA effectue. Solde: 35563 FCFA. Agent: Rasmata. Ref: BF219907046.,0,legitimate
"[ORANGE BURKINA] Pour recevoir votre bonus de 50000 FCFA, communiquez votre code PIN au +22678980919.",1,pin_request
Offre spéciale! Doublez votre solde. Envoyez 500 FCFA au +22669556526 et recevez 500 FCFA sur votre compte.,1,fake_promotion
MOOV MONEY: Envoi de 1000 FCFA a Aissata confirme. Solde: 30798 FCFA. Ref: BF693377394.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 2000 FCFA au +22664929443 et gagnez 200000 FCFA immédiatement!,1,fake_promotion
MOOV MONEY vous rappelle: Aucun agent ne vous demandera votre code secret. Signalez toute fraude au 14 45.,0,legitimate
Offre spéciale! Doublez votre solde. Envoyez 500 FCFA au +22664153015 et recevez 500 FCFA sur votre compte.,1,fake_promotion
MOOV MONEY: Votre compte a ete rechargé de 500 FCFA. Solde: 18208 FCFA.,0,legitimate
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22672445356.,1,pin_request
Un virement en attente de validation. Confirmez en appelant le +22666421331.,1,ambiguous_fraud
Votre transfert de 5000 FCFA a +22661105184 a ete effectue avec succes. Solde restant: 29609 FCFA.,0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 10000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22668617326.",1,error_transfer
"Bonsoir, je me suis trompé de numéro en envoyant 1000 FCFA. Pouvez-vous me renvoyer cet argent au +22665955662? Urgent.",1,error_transfer
ORANGE MONEY: Achat de 10000 FCFA chez BOUTIQUE Wend-Yam confirme. Nouveau solde: 20370 FCFA.,0,legitimate
Orange Money: Votre virement vers Yacouba du 28/07/2026 a ete confirme par le beneficiaire.,0,legitimate
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22671750760.,1,pin_request
"Cher client, votre numéro figure parmi les 10 gagnants du jour. Prix: 100000 FCFA. Appelez +22671376085.",1,lottery_scam
MOOV MONEY: Votre compte a ete rechargé de 10000 FCFA. Solde: 21435 FCFA.,0,legitimate
Credit de 10000 FCFA effectue. Solde Orange Money: 11609 FCFA. Ref: BF446144349.,0,legitimate
ORANGE MONEY: 5000 FCFA envoyes a Drissa. Frais: 50 FCFA. Nouveau solde: 4703 FCFA.,0,legitimate
ORANGE MONEY: Retrait de 100000 FCFA confirme. Nouveau solde: 15672 FCFA. Ref: BF150782116.,0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22664335426 pour sécuriser votre argent.,1,fake_operator
Investissement garanti! Envoyez 2000 FCFA au +22660171108 et recevez 200000 FCFA dans les 2 heures.,1,fake_promotion
ORANGE MONEY: 500 FCFA envoyes a Aissata. Frais: 5 FCFA. Nouveau solde: 6020 FCFA.,0,legitimate
MOOV MONEY - Consultation solde: 185769 FCFA disponibles sur votre compte.,0,legitimate
ORANGE MONEY: 1000 FCFA envoyes a Aissata. Frais: 10 FCFA. Nouveau solde: 46543 FCFA.,0,legitimate
MOOV MONEY - Consultation solde: 138738 FCFA disponibles sur votre compte.,0,legitimate
ORANGE MONEY: Achat de 10000 FCFA chez STATION Shell confirme. Nouveau solde: 2733 FCFA.,0,legitimate
Investissement garanti! Envoyez 1000 FCFA au +22668249005 et recevez 50000 FCFA dans les 2 heures.,1,fake_promotion
MOOV MONEY: Vous avez recu 10000 FCFA de Fatima. Votre solde est maintenant de 48253 FCFA. ID: BF485176589.,0,legitimate
Investissement garanti! Envoyez 2000 FCFA au +22679975126 et recevez 100000 FCFA dans les 2 heures.,1,fake_promotion
MOOV MONEY vous rappelle: Aucun agent ne vous demandera votre code secret. Signalez toute fraude au 14 45.,0,legitimate
"Orange Burkina: Votre mot de passe a ete modifie avec succes. Si ce n'est pas vous, appelez le 14 44.",0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22666492052 pour sécuriser votre argent.,1,fake_operator
"Bonsoir, je me suis trompé de numéro en envoyant 5000 FCFA. Pouvez-vous me renvoyer cet argent au +22666451709? Urgent.",1,error_transfer
Vous avez reçu 2000 FCFA de Mariam. Nouveau solde: 36567 FCFA. Ref: BF422748286. Le 20/12/2026 a 16:12.,0,legitimate
Votre transfert de 500 FCFA a +22673212278 a ete effectue avec succes. Solde restant: 42837 FCFA.,0,legitimate
Un virement en attente de validation. Confirmez en appelant le +22665295361.,1,ambiguous_fraud
Credit de 2000 FCFA effectue. Solde Orange Money: 7560 FCFA. Ref: BF898577406.,0,legitimate
MOOV MONEY: Votre compte a ete rechargé de 5000 FCFA. Solde: 14216 FCFA.,0,legitimate
Credit de 1000 FCFA effectue. Solde Orange Money: 14123 FCFA. Ref: BF211267593.,0,legitimate
"Cher client, une erreur de transfert de 1000 FCFA a été effectuée vers votre numéro. Renvoyez au +22674475815 SVP.",1,error_transfer
MOOV MONEY vous rappelle: Aucun agent ne vous demandera votre code secret. Signalez toute fraude au 14 45.,0,legitimate
Félicitations! Vous avez été sélectionné(e) et avez gagné 25000 FCFA. Appelez le +22677735388 pour réclamer votre prix.,1,lottery_scam
Paiement de 10000 FCFA effectue chez BOUTIQUE Wend-Yam. Solde: 6850 FCFA. Ref: BF419275555.,0,legitimate
Retrait de 100000 FCFA effectue. Solde: 19020 FCFA. Agent: Oumarou. Ref: BF313216097.,0,legitimate
ALERTE ORANGE: Votre compte Mobile Money sera désactivé. Contactez le service client au +22664829168 d'urgence.,1,fake_operator
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22673828205.",1,pin_request
MOOV MONEY: Vous avez retire 2000 FCFA. Solde disponible: 48566 FCFA.,0,legitimate
Notification: une action est requise sur votre compte. Details au +22662263201.,1,ambiguous_fraud
Rappel: Securisez votre compte Orange Money. Ne communiquez jamais votre PIN a personne.,0,legitimate
Solde disponible: 109941 FCFA. Derniere operation le 02/02/2026. Composez *144# pour plus d'options.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 2000 FCFA au +22679723948 et gagnez 5000 FCFA immédiatement!,1,fake_promotion
ORANGE MONEY: Votre compte sera suspendu dans 24h. Appelez immédiatement le +22670895667 pour le débloquer.,1,fake_operator
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22672478666 avant minuit pour éviter la suspension.,1,fake_operator
"Monsieur/Madame, j'ai accidentellement envoyé 500 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22679403387.",1,error_transfer
"Monsieur/Madame, j'ai accidentellement envoyé 200000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22661464354.",1,error_transfer
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22667789247 avant minuit pour éviter la suspension.,1,fake_operator
